"country","strike_id","date","location","area","type_of_attack","confirmed_possible_us_strike","air_strike_","drone_strike","min_strikes","max_strikes","min_people_killed","max_people_killed","min_civilians_killed","max_civilians_killed","min_children_killed","max_children_killed","min_people_injured","max_people_injured","strike_link","extra","year","house_majority_party","senate_majority_party","presidential_party","unified_","index","med_strikes","med_people_killed","med_civilians_killed","med_children_killed","med_people_injured","legislative_unified_","min_military_killed","max_military_killed","med_military_killed"
"Yemen","YEM001",2002-11-03,"Unknown","Marib","Drone strike","Confirmed",1,1,1,1,6,6,0,0,0,0,0,0,"YEM001",NA,2002,"Republican","Democrat","Republican","No",NA,1,6,0,0,0,"No",6,6,6
"Yemen","YEM002",2009-12-17,"Al Majala","Abyan","Cruise missile strike","Confirmed",0,0,1,1,55,58,44,44,21,22,9,9,"YEM002",NA,2009,"Democrat","Democrat","Democrat","Democrat",NA,1,56.5,44,21.5,9,"Democrat",11,14,12.5
"Yemen","YEM003",2009-12-17,"Arhab","Sanaa","US-Yemen ground operation
Possible drone strike","Confirmed",0,0,1,1,0,0,0,0,0,0,0,0,"YEM003",NA,2009,"Democrat","Democrat","Democrat","Democrat",NA,1,0,0,0,0,"Democrat",0,0,0
"Yemen","YEM004",2009-12-24,"Rafd","Shabwa","Airstrike
Possible cruise missile strike","Confirmed",1,0,1,1,30,34,0,0,0,0,0,0,"YEM004",NA,2009,"Democrat","Democrat","Democrat","Democrat",NA,1,32,0,0,0,"Democrat",30,34,32
"Yemen","YEM005",2010-01-12,"Unknown","Shabwa","Yemen ground operation
Possible US assistance","Possible",0,0,1,1,1,2,0,0,0,0,0,0,"YEM005",NA,2010,"Democrat","Democrat","Democrat","Democrat",NA,1,1.5,0,0,0,"Democrat",1,2,1.5
"Yemen","YEM006",2010-01-15,"Al Ajashir","Saada","Airstrike","Possible",1,0,1,1,0,6,0,0,0,0,0,0,"YEM006",NA,2010,"Democrat","Democrat","Democrat","Democrat",NA,1,3,0,0,0,"Democrat",0,6,3
"Yemen","YEM007",2010-01-20,"Erq al Shawan","Marib","Airstrike","Possible",1,0,4,4,2,2,0,0,0,0,0,0,"YEM007",NA,2010,"Democrat","Democrat","Democrat","Democrat",NA,4,2,0,0,0,"Democrat",2,2,2
"Yemen","YEM008",2010-01-31,"N/A","Across Yemen","US ground operations","Possible",0,0,24,24,0,0,0,0,0,0,0,0,"YEM008",NA,2010,"Democrat","Democrat","Democrat","Democrat",NA,24,0,0,0,0,"Democrat",0,0,0
"Yemen","YEM009",2010-03-14,"Jeezat al Qotn
Moudia district","Abyan","Airstrike","Confirmed",1,0,1,1,2,3,0,0,0,0,0,0,"YEM009",NA,2010,"Democrat","Democrat","Democrat","Democrat",NA,1,2.5,0,0,0,"Democrat",2,3,2.5
"Yemen","YEM010",2010-03-15,"Moudia","Abyan","Airstrike","Possible",1,0,1,1,7,20,0,20,0,0,0,0,"YEM010",NA,2010,"Democrat","Democrat","Democrat","Democrat",NA,1,13.5,10,0,0,"Democrat",7,0,3.5
"Yemen","YEM011",2010-05-24,"Unknown","Marib","Airstrike","Confirmed",1,0,1,1,3,4,3,4,0,0,2,3,"YEM011",NA,2010,"Democrat","Democrat","Democrat","Democrat",NA,1,3.5,3.5,0,2.5,"Democrat",0,0,0
"Yemen","YEM012",2011-05-05,"Unknown","Shabwa","Drone strike
Airstrike with US conventional aircraft","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"YEM012",NA,2011,"Republican","Democrat","Democrat","No",NA,1,2,0,0,0,"No",2,2,2
"Yemen","YEM013",2011-06-03,"Zinjibar","Abyan","Drone strike","Confirmed",1,1,1,1,7,7,4,4,0,0,0,0,"YEM013",NA,2011,"Republican","Democrat","Democrat","No",NA,1,7,4,0,0,"No",3,3,3
"Yemen","YEM014",2011-06-10,"Zinjibar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,1,1,0,0,0,0,0,0,"YEM014",NA,2011,"Republican","Democrat","Democrat","No",NA,1,1,0,0,0,"No",1,1,1
"Yemen","YEM015",2011-06-10,"Raia","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,3,2,3,2,3,1,1,0,1,"YEM015",NA,2011,"Republican","Democrat","Democrat","No",NA,2,2.5,2.5,1,0.5,"No",0,0,0
"Yemen","YEM016",2011-06-18,"Jaar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,0,0,0,0,0,0,6,6,"YEM016",NA,2011,"Republican","Democrat","Democrat","No",NA,1,0,0,0,6,"No",0,0,0
"Yemen","YEM017",2011-07-14,"Wadeea district
Mudiya","Abyan","Drone strike","Confirmed",1,1,1,1,6,50,30,30,0,0,0,0,"YEM017",NA,2011,"Republican","Democrat","Democrat","No",NA,1,28,30,0,0,"No",-24,20,-2
"Yemen","YEM018",2011-07-14,"Unknown","Abyan","Drone strike","Possible",1,1,1,1,0,0,0,0,0,0,0,0,"YEM018",NA,2011,"Republican","Democrat","Democrat","No",NA,1,0,0,0,0,"No",0,0,0
"Yemen","YEM019",2011-07-27,"Karadeef
Zinjibar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,5,5,0,0,0,0,0,0,"YEM019",NA,2011,"Republican","Democrat","Democrat","No",NA,1,5,0,0,0,"No",5,5,5
"Yemen","YEM020",2011-08-01,"Al Khamila","Abyan","Drone strike
Possible Yemen Air Force airstrike","Confirmed",1,1,2,4,13,16,0,0,0,0,12,17,"YEM020",NA,2011,"Republican","Democrat","Democrat","No",NA,3,14.5,0,0,14.5,"No",13,16,14.5
"Yemen","YEM021",2011-08-24,"Zinjibar","Abyan","Airstrike","Possible",1,0,1,1,30,30,0,0,0,0,40,40,"YEM021",NA,2011,"Republican","Democrat","Democrat","No",NA,1,30,0,0,40,"No",30,30,30
"Yemen","YEM022",2011-08-24,"Arkoub","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,6,6,0,0,0,0,0,0,"YEM022",NA,2011,"Republican","Democrat","Democrat","No",NA,1,6,0,0,0,"No",6,6,6
"Yemen","YEM023",2011-08-25,"Wadi Hassan","Abyan","Airstrike","Possible",1,0,1,1,8,8,0,0,0,0,3,3,"YEM023",NA,2011,"Republican","Democrat","Democrat","No",NA,1,8,0,0,3,"No",8,8,8
"Yemen","YEM024",2011-08-31,"Unknown","Abyan","Airstrike","Confirmed",1,0,2,2,30,30,0,0,0,0,0,0,"YEM024",NA,2011,"Republican","Democrat","Democrat","No",NA,2,30,0,0,0,"No",30,30,30
"Yemen","YEM025",2011-09-05,"Jaar","Abyan","Airstrike","Possible",1,0,1,1,3,7,3,7,0,0,4,4,"YEM025",NA,2011,"Republican","Democrat","Democrat","No",NA,1,5,5,0,4,"No",0,0,0
"Yemen","YEM026",2011-09-05,"Jaar","Abyan","Airstrike","Possible",1,0,2,2,9,11,1,1,1,1,2,2,"YEM026",NA,2011,"Republican","Democrat","Democrat","No",NA,2,10,1,1,2,"No",8,10,9
"Yemen","YEM027",2011-09-07,"Mahfed","Abyan","Drone strike","Confirmed",1,1,2,3,3,10,0,0,0,0,2,24,"YEM027",NA,2011,"Republican","Democrat","Democrat","No",NA,2.5,6.5,0,0,13,"No",3,10,6.5
"Yemen","YEM028",2011-09-21,"Mahfed","Abyan","Drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"YEM028",NA,2011,"Republican","Democrat","Democrat","No",NA,1,4,0,0,0,"No",4,4,4
"Yemen","YEM029",2011-09-21,"Shaqra","Abyan","Airstrike","Possible",1,0,1,1,6,7,0,0,0,0,3,3,"YEM029",NA,2011,"Republican","Democrat","Democrat","No",NA,1,6.5,0,0,3,"No",6,7,6.5
"Yemen","YEM030",2011-09-30,"Unknown","Jawf","Drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"YEM030",NA,2011,"Republican","Democrat","Democrat","No",NA,1,4,0,0,0,"No",4,4,4
"Yemen","YEM031",2011-10-05,"Al Arqoub","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,5,5,0,0,0,0,7,7,"YEM031",NA,2011,"Republican","Democrat","Democrat","No",NA,1,5,0,0,7,"No",5,5,5
"Yemen","YEM032",2011-10-14,"Azzan","Shabwa","Drone strike","Confirmed",1,1,1,1,0,0,0,0,0,0,0,0,"YEM032",NA,2011,"Republican","Democrat","Democrat","No",NA,1,0,0,0,0,"No",0,0,0
"Yemen","YEM033",2011-10-14,"Azzan","Shabwa","Drone strike","Confirmed",1,1,1,1,7,9,2,2,2,2,0,0,"YEM033",NA,2011,"Republican","Democrat","Democrat","No",NA,1,8,2,2,0,"No",5,7,6
"Yemen","YEM034",2011-10-14,"Unknown","Southern Yemen","Airstrike
Possible drone strike","Possible",1,1,1,1,15,17,0,0,0,0,0,0,"YEM034",NA,2011,"Republican","Democrat","Democrat","No",NA,1,16,0,0,0,"No",15,17,16
"Yemen","YEM035",2011-10-14,"Azzan","Shabwa","Airstrike
Possible drone strike","Possible",1,1,1,1,2,2,1,2,1,1,0,0,"YEM035",NA,2011,"Republican","Democrat","Democrat","No",NA,1,2,1.5,1,0,"No",1,0,0.5
"Yemen","YEM036",2011-12-22,"Zinjibar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,1,1,0,0,0,0,0,0,"YEM036",NA,2011,"Republican","Democrat","Democrat","No",NA,1,1,0,0,0,"No",1,1,1
"Yemen","YEM037",2012-01-31,"Lawder","Abyan","Drone strike","Confirmed",1,1,1,1,10,14,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM037","www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#",2012,"Republican","Democrat","Democrat","No",NA,1,12,0,0,0,"No",10,14,12
"Yemen","YEM038",2012-01-31,"Unknown","Abyan","Airstrike","Confirmed",1,0,3,3,0,0,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM038",NA,2012,"Republican","Democrat","Democrat","No",NA,3,0,0,0,0,"No",0,0,0
"Yemen","YEM039",2012-03-09,"Unknown","Bayda","Drone strike","Confirmed",1,1,1,1,23,34,2,2,0,0,0,55,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM039",NA,2012,"Republican","Democrat","Democrat","No",NA,1,28.5,2,0,27.5,"No",21,32,26.5
"Yemen","YEM040",2012-03-10,"Jaar and Zinjibar","Abyan","Drone strike","Confirmed",1,1,2,2,24,24,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM040",NA,2012,"Republican","Democrat","Democrat","No",NA,2,24,0,0,0,"No",24,24,24
"Yemen","YEM041",2012-03-11,"Jebel Khanfar
Near Jaar","Abyan","Drone strike","Confirmed",1,1,1,1,3,6,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM041",NA,2012,"Republican","Democrat","Democrat","No",NA,1,4.5,0,0,0,"No",3,6,4.5
"Yemen","YEM042",2012-03-13,"Unknown","Bayda","Drone strike","Confirmed",1,1,1,7,4,5,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM042",NA,2012,"Republican","Democrat","Democrat","No",NA,4,4.5,0,0,0,"No",4,5,4.5
"Yemen","YEM043",2012-03-18,"Zinjibar","Abyan","Airstrike
Possible naval bombardment
Possible drone strike","Possible",1,1,1,2,14,18,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM043",NA,2012,"Republican","Democrat","Democrat","No",NA,1.5,16,0,0,0,"No",14,18,16
"Yemen","YEM044",2012-03-18,"Jaar","Abyan","Airstrike","Possible",1,0,1,1,8,8,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM044",NA,2012,"Republican","Democrat","Democrat","No",NA,1,8,0,0,0,"No",8,8,8
"Yemen","YEM045",2012-03-22,"Zinjibar","Abyan","Drone strike
Possible naval bombardment","Confirmed",1,1,3,4,29,30,0,0,0,0,24,24,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM045",NA,2012,"Republican","Democrat","Democrat","No",NA,3.5,29.5,0,0,24,"No",29,30,29.5
"Yemen","YEM046",2012-03-30,"Azzan","Shabwa","Drone strike","Confirmed",1,1,2,2,5,5,1,1,0,0,6,9,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM046",NA,2012,"Republican","Democrat","Democrat","No",NA,2,5,1,0,7.5,"No",4,4,4
"Yemen","YEM047",2012-04-07,"Unknown","Shabwa","Drone strike","Confirmed",1,1,1,1,0,8,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM047",NA,2012,"Republican","Democrat","Democrat","No",NA,1,4,0,0,0,"No",0,8,4
"Yemen","YEM048",2012-04-08,"Unknown","Abyan","Airstrike - joint Yemeni and US
Possible drone strike","Possible",1,1,2,2,16,16,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM048",NA,2012,"Republican","Democrat","Democrat","No",NA,2,16,0,0,0,"No",16,16,16
"Yemen","YEM049",2012-04-11,"Lawder","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,10,14,0,0,0,0,10,10,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM049",NA,2012,"Republican","Democrat","Democrat","No",NA,1,12,0,0,10,"No",10,14,12
"Yemen","YEM050",2012-04-14,"Al Zahir","Bayda","Drone strike","Confirmed",1,1,1,1,3,7,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM050",NA,2012,"Republican","Democrat","Democrat","No",NA,1,5,0,0,0,"No",3,7,5
"Yemen","YEM051",2012-04-16,"Azzan","Shabwa","Drone strike","Confirmed",1,1,1,5,5,7,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM051",NA,2012,"Republican","Democrat","Democrat","No",NA,3,6,0,0,0,"No",5,7,6
"Yemen","YEM052",2012-04-18,"Lawder and Jaar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,3,6,10,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM052",NA,2012,"Republican","Democrat","Democrat","No",NA,2,8,0,0,0,"No",6,10,8
"Yemen","YEM053",2012-04-21,"Lawder","Abyan","Airstrike
Possible drone strike","Possible",1,1,2,2,12,17,0,0,0,0,0,5,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM053",NA,2012,"Republican","Democrat","Democrat","No",NA,2,14.5,0,0,2.5,"No",12,17,14.5
"Yemen","YEM054",2012-04-22,"Sanda","Marib","Drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM054",NA,2012,"Republican","Democrat","Democrat","No",NA,1,4,0,0,0,"No",4,4,4
"Yemen","YEM055",2012-04-23,"Nasab","Shabwa","Airstrike
Possible drone strike","Confirmed",1,1,1,1,3,3,0,0,0,0,2,2,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM055",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,2,"No",3,3,3
"Yemen","YEM056",2012-04-23,"Lawder","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,0,4,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM056",NA,2012,"Republican","Democrat","Democrat","No",NA,1,2,0,0,0,"No",0,4,2
"Yemen","YEM057",2012-04-26,"Moudia","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM057",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,0,"No",3,3,3
"Yemen","YEM058",2012-04-29,"Unknown","Jawf","Airstrike
Possible drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM058",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,0,"No",3,3,3
"Yemen","YEM059",2012-04-30,"Lawder","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,4,4,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM059",NA,2012,"Republican","Democrat","Democrat","No",NA,1,4,0,0,0,"No",4,4,4
"Yemen","YEM060",2012-04-30,"Jaar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM060",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,0,"No",3,3,3
"Yemen","YEM061",2012-05-02,"Zinjibar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,10,15,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM061",NA,2012,"Republican","Democrat","Democrat","No",NA,1,12.5,0,0,0,"No",10,15,12.5
"Yemen","YEM062",2012-05-06,"Wadi Rafad","Shabwa","Drone strike","Confirmed",1,1,1,1,2,4,1,1,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM062",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,1,0,0,"No",1,3,2
"Yemen","YEM063",2012-05-10,"Jaar","Abyan","Airstrike
Possible naval bombardment
Possible drone strike","Possible",1,1,2,2,5,12,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM063",NA,2012,"Republican","Democrat","Democrat","No",NA,2,8.5,0,0,0,"No",5,12,8.5
"Yemen","YEM064",2012-05-10,"Shaqra","Abyan","Airstrike
Possible naval bombardment
Possible drone strike","Possible",1,1,1,1,2,4,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM064",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,0,"No",2,4,3
"Yemen","YEM065",2012-05-12,"Al Hosoon","Marib","Drone strike","Confirmed",1,1,1,1,6,7,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM065",NA,2012,"Republican","Democrat","Democrat","No",NA,1,6.5,0,0,0,"No",6,7,6.5
"Yemen","YEM066",2012-05-12,"Unknown","Between Marib and Shabwa","Drone strike","Confirmed",1,1,1,1,10,10,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM066",NA,2012,"Republican","Democrat","Democrat","No",NA,1,10,0,0,0,"No",10,10,10
"Yemen","YEM067",2012-05-12,"Al Ain","Shabwa/Hadramout","Airstrike
Possible drone strike","Possible",1,1,1,1,6,10,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM067",NA,2012,"Republican","Democrat","Democrat","No",NA,1,8,0,0,0,"No",6,10,8
"Yemen","YEM068",2012-05-14,"Shaqra","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,10,10,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM068",NA,2012,"Republican","Democrat","Democrat","No",NA,1,10,0,0,0,"No",10,10,10
"Yemen","YEM069",2012-05-14,"Lawder","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,6,6,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM069",NA,2012,"Republican","Democrat","Democrat","No",NA,1,6,0,0,0,"No",6,6,6
"Yemen","YEM070",2012-05-14,"Jaar","Abyan","Airstrike","Possible",1,0,1,1,0,0,0,0,0,0,2,2,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM070",NA,2012,"Republican","Democrat","Democrat","No",NA,1,0,0,0,2,"No",0,0,0
"Yemen","YEM071",2012-05-15,"Jaar","Abyan","Airstrike
Possible drone strike","Possible",1,1,2,4,14,42,14,26,0,0,20,21,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM071",NA,2012,"Republican","Democrat","Democrat","No",NA,3,28,20,0,20.5,"No",0,16,8
"Yemen","YEM072",2012-05-16,"Moudia","Abyan","Airstrike
Possible naval bombardment
Possible drone strike","Possible",1,1,1,2,16,16,0,0,0,0,5,14,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM072",NA,2012,"Republican","Democrat","Democrat","No",NA,1.5,16,0,0,9.5,"No",16,16,16
"Yemen","YEM073",2012-05-17,"Shibam","Hadhramout","Drone strike","Confirmed",1,1,1,1,2,3,0,0,0,0,0,2,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM073",NA,2012,"Republican","Democrat","Democrat","No",NA,1,2.5,0,0,1,"No",2,3,2.5
"Yemen","YEM074",2012-05-17,"Shaqra","Abyan","Airstrike","Possible",1,0,1,1,5,6,0,2,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM074",NA,2012,"Republican","Democrat","Democrat","No",NA,1,5.5,1,0,0,"No",5,4,4.5
"Yemen","YEM075",2012-05-19,"Jaar","Abyan","Airstrike","Possible",1,0,1,1,3,5,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM075",NA,2012,"Republican","Democrat","Democrat","No",NA,1,4,0,0,0,"No",3,5,4
"Yemen","YEM076",2012-05-19,"Unknown","Bayda","Airstrike
Possible drone strike","Possible",1,1,1,1,2,2,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM076",NA,2012,"Republican","Democrat","Democrat","No",NA,1,2,0,0,0,"No",2,2,2
"Yemen","YEM077",2012-05-20,"Jaar","Abyan","Airstrike","Possible",1,0,1,1,0,9,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM077",NA,2012,"Republican","Democrat","Democrat","No",NA,1,4.5,0,0,0,"No",0,9,4.5
"Yemen","YEM078",2012-05-28,"Manaseh","Bayda","Drone strike","Confirmed",1,1,1,1,3,5,0,2,0,0,4,4,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM078",NA,2012,"Republican","Democrat","Democrat","No",NA,1,4,1,0,4,"No",3,3,3
"Yemen","YEM079",2012-05-28,"Mukalla","Abyan","Airstrike
Possible naval bombardment
Possible drone strike","Possible",1,1,1,1,5,5,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM079",NA,2012,"Republican","Democrat","Democrat","No",NA,1,5,0,0,0,"No",5,5,5
"Yemen","YEM080",2012-06-01,"Mahfed","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,11,12,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM080",NA,2012,"Republican","Democrat","Democrat","No",NA,1,11.5,0,0,0,"No",11,12,11.5
"Yemen","YEM081",2012-06-07,"Moudia","Abyan","Airstrike","Possible",1,0,1,1,2,2,0,0,0,0,7,7,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM081",NA,2012,"Republican","Democrat","Democrat","No",NA,1,2,0,0,7,"No",2,2,2
"Yemen","YEM082",2012-06-07,"Jaar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM082",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,0,"No",3,3,3
"Yemen","YEM083",2012-06-07,"Jaar","Abyan","Airstrike","Possible",1,0,1,1,5,5,0,0,0,0,3,3,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM083",NA,2012,"Republican","Democrat","Democrat","No",NA,1,5,0,0,3,"No",5,5,5
"Yemen","YEM084",2012-06-11,"Azzan","Shabwa","Airstrike","Possible",1,0,1,1,16,16,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM084",NA,2012,"Republican","Democrat","Democrat","No",NA,1,16,0,0,0,"No",16,16,16
"Yemen","YEM085",2012-06-13,"Jaar","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,4,10,18,0,0,0,0,1,1,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM085",NA,2012,"Republican","Democrat","Democrat","No",NA,2.5,14,0,0,1,"No",10,18,14
"Yemen","YEM086",2012-06-13,"Azzan","Shabwa","Drone strike","Confirmed",1,1,1,1,9,9,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM086",NA,2012,"Republican","Democrat","Democrat","No",NA,1,9,0,0,0,"No",9,9,9
"Yemen","YEM087",2012-06-15,"Azzan","Shabwa","Airstrike","Possible",1,0,1,1,5,5,0,0,0,0,2,2,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM087",NA,2012,"Republican","Democrat","Democrat","No",NA,1,5,0,0,2,"No",5,5,5
"Yemen","YEM088",2012-06-15,"Shaqra","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,5,7,5,7,4,6,4,5,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM088",NA,2012,"Republican","Democrat","Democrat","No",NA,1,6,6,5,4.5,"No",0,0,0
"Yemen","YEM089",2012-06-19,"Unknown","Shabwa","Airstrike
Possible drone strike","Possible",1,1,1,1,3,3,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM089",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,0,"No",3,3,3
"Yemen","YEM090",2012-06-20,"Mahfed","Abyan","Airstrike
Possible drone strike","Possible",1,1,1,1,1,1,1,1,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM090",NA,2012,"Republican","Democrat","Democrat","No",NA,1,1,1,0,0,"No",0,0,0
"Yemen","YEM091",2012-06-20,"Al Yafea","Bayda","Airstrike","Possible",1,0,6,6,5,30,0,0,0,0,6,6,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM091",NA,2012,"Republican","Democrat","Democrat","No",NA,6,17.5,0,0,6,"No",5,30,17.5
"Yemen","YEM092",2012-06-25,"Mahfed","Abyan","Drone strike","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM092",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3,0,0,0,"No",3,3,3
"Yemen","YEM093",2012-07-03,"Bayhan","Shabwa","Drone strike","Confirmed",1,1,1,1,2,5,0,0,0,0,2,2,"www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM093",NA,2012,"Republican","Democrat","Democrat","No",NA,1,3.5,0,0,2,"No",2,5,3.5
